0.958500,0.967440,0.906834,0.111007,0.044995
0.955663,0.968665,0.897664,0.099927,0.033042
0.948204,0.958111,0.921217,0.098573,0.038127
0.081922,0.074125,0.088537,0.797074,0.157443
0.025600,0.025298,0.026869,0.128560,0.760531
